,difference
36964102,2.1587780065939057
36964103,
36964104,1.0539092561994607
36964105,1.452743703460314
36964106,0.3774493310772442
36964107,1.3642354182494927
36964108,0.12347555996701942
36964109,0.2506393081021656
36964110,-1.351183506073852
36980323,-1.2524636944621221
36980324,-0.43096317528463857
36980325,1.4493965238330944
36980326,0.03494704714204033
36980327,-0.2966718018243455
36980328,
36980329,-0.28880927067357476
36980330,-0.3615972979442148
36980331,-0.39471002319895376
36980332,0.13788181681488965
36998893,2.3533801569588206
36998894,-0.7497513196129546
36998895,-1.1198432127308635
36998896,-2.5105495231958983
36998897,0.6859959424597832
36998898,-2.6796080501973734
36998899,
36998900,1.4783059755847248
36998901,-2.7619147719610595
43424265,-2.291961690299619
43424266,-3.7019755942614836
43424267,-1.1639409890711079
43424268,-1.562070178973677
43424269,
43424270,0.09920558401482893
43424271,0.17379122859352591
43424272,-3.702827896792396
43424273,-0.2318879073309077
43424274,-4.627982486842544
36981933,-0.5520669662703241
36981934,0.4583560860973286
36981935,
36981936,0.40059622781548576
36981937,0.12063492251979291
36981938,2.2817579386087683
36981939,-2.759710989161775
36961614,1.5986974853407574
36961615,6.699731910844147
36961616,-0.20591473753147227
36961617,1.2314514910817067
36961618,0.9489954964702889
36961619,0.731913470736842
36961620,1.7278102243157676
36961621,1.6000965044143882
36961622,
36975862,-0.00011266127541986748
36975863,
36975864,0.9676522294960108
36975865,1.567597250842912
36975866,0.019030439436576785
36975867,1.146757977024416
36975868,-7.792293763360348
36975869,3.0126519884638903
36975870,1.1467871963382663
36972451,0.20624755585965815
36972452,-0.14883482655607239
36972453,0.7803935904693269
36972454,1.7297903633445841
36972455,-1.5229859880187853
36972456,-9.851823493534084e-05
36972457,
36972458,-0.14876766724116663
36972459,-0.18892109986802197
36972460,1.3008827563530936
36955754,-1.0027115003273153
36955755,-0.09018071519751913
36955756,
36955757,0.5936602728488616
36955758,-2.5574444227809963
36955759,-2.651675765021217
36955760,-9.372476582830359
36961221,-2.362016705073941
36961222,4.47835801281915
36961223,
36961224,-2.6151664612313397
36961225,5.057315749808936
36961226,1.9701529092926435
36961227,1.1483899761634433
36961228,-0.09755743871302514
36981491,-1.7603440493338454
36981492,0.10961505618485745
36981493,-1.661538557081606
36981494,-3.640028580994226
36981495,
36981496,1.04671724963395
36981497,1.0509755326474206
36981498,1.248610057518654
36981499,-7.239636764921897e-05
36981500,3.5676708495862357
36991429,6.018755746394049
36991430,
36991431,4.651172127299958
36991432,3.812731907757609
36991433,1.3550317371689857
36991434,6.031886059026135
36991435,2.8838641107547005
37018975,-2.8468721425139876
37018976,-0.22945354684582497
37018977,-0.0600030449041995
37018978,0.009750459483910845
37018979,-0.10167769263543391
37018980,
37018981,-0.0005223447207285403
37018982,-1.0812187967709974
36981909,0.4416293569015721
36981910,-0.29873836624315686
36981911,1.559478483921879
36981912,-1.7779285222512868
36981913,0.04699258488091118
36981914,
36981915,-0.934033457274225
36981916,-2.2432177579103154
36981917,0.9065773744123646
36955075,0.10195515133393229
36955076,4.523830929797853
36955077,
36955078,2.7049555999566692
36955079,3.494204675596407
36955080,2.0251970462137336
36955081,4.4457892941024255
36955082,-6.344490143319327
36960942,1.2879892028561386
36960943,0.8306500373729335
36960944,-2.4401510968793474
36960945,0.49961767696736104
36960946,3.3336298682685452
36960947,0.538955376079528
36960948,-0.1363599525311514
36960949,
36960950,-2.575113690687459
36960951,-0.42319060578250856
36958394,-2.8406290956456104
36958395,-1.200246478211838
36958396,-0.5633270152561209
36958397,-4.346135374604231
36958398,-4.8672957895285265
36958399,-6.0891482388393285
36958400,
36954920,2.798882607631924
36954921,3.8941988929019047
36954922,1.6380518961660702
36954923,3.871197301302825
36954924,4.626448249543458
36954925,1.057621093166949
36954926,2.7694982783170072
36954927,2.979276198226893
36954928,2.55197458604688
36954929,
36966007,-1.353760707466508
36966008,0.07816377484341963
36966009,-2.9183846496896475
36966010,
36966011,-2.1334785816568473
36966012,-2.850933785294627
36966013,-2.2326063445069337
36966014,-4.5057967576605105
36955426,1.3360772754166135
36955427,0.23760815819523629
36955428,2.1407610378593134
36955429,1.4311691396116615
36955430,0.9818723752021228
36955431,-4.112205003658609
36955432,3.366110649228901
36955433,2.1711643460952885
36955434,
36955435,1.4891946766434572
36977227,0.5967297259466768
36977228,-0.6959368211038726
36977229,-0.6882396055969018
36977230,0.6068913532641353
36977231,0.5980963627803781
36977232,0.3569999403239521
36977233,2.2274182691158906
36977234,0.6671073762276656
36977235,
36966997,-2.675499097132409
36966998,-1.3859096770497263
36966999,1.1300765887489188
36967000,
36967001,1.2468744176318243
36967002,1.8236244903246313
36967003,4.753486544034386
36967004,4.753275107499848
36959228,4.050004690298309
36959229,-0.4819040515727906
36959230,
36959231,2.907777105911183
36959232,4.050186815899991
36959233,2.907770113297662
36959234,-0.12431379655723518
36959235,-0.7756802800022875
36959236,-0.7758667763027134
36959237,-0.48189223504256873
36989108,-0.813626148790469
36989109,-1.0496283471143215
36989110,3.021286256057934
36989111,-1.203320768804602
36989112,-2.3322743137395747
36989113,-0.6117121490039352
36989114,-0.6516962556186527
36989115,
36989116,-0.45809774551506877
36989117,-0.6843738613383934
36960957,
36960958,0.5303724111421246
36960959,-0.012358777668268317
36960960,-1.3357861414994616
36960961,0.06300194441281803
36960962,-3.2241848746548385
36960963,-2.641180339671955
36960964,-1.7045249923775572
36960965,-2.0615792221708347
37022700,0.3480632603408367
37022701,-1.5328159673916701
37022702,-0.48903126660608365
37022703,-1.7077063050572452
37022704,-2.840848099416773
37022705,
37022706,-2.0859586693946532
37022707,-2.9023387114932677
36960410,-0.5480345748193542
36960411,-0.10475986573226237
36960412,
36960413,-1.2368231726681813
36960414,-5.57749211012387
36960415,-1.6278965949260567
36960416,-0.5093582194892861
36960417,-1.188782448810258
36960418,-1.7062037298140638
36960419,0.3457127632310346
36962905,2.087436458631039
36962906,0.004330327433237358
36962907,1.4630072279721027
36962908,1.4263230361267496
36962909,1.7495793572393694
36962910,1.0328027609114514
36962911,1.380542942685281
36962912,
36992760,1.436930685582773
36992761,
36992762,-0.17536926668932296
36992763,-0.677626335013791
36992764,4.102997948439864
36992765,0.1276968932888387
36992766,-0.9648034663823459
36957297,3.8755753172893037
36957298,3.901417570959069
36957299,3.4678250830615696
36957300,1.2769286833745923
36957301,1.6048533442180144
36957302,
36957303,1.9736389659589406
36957304,0.437911781268582
36991523,-0.38484636833789665
36991524,-0.37319064031157545
36991525,-0.38488015032311207
36991526,
36991527,-0.38475094312880653
36991528,-0.3734000878916275
36991529,-0.373624437292313
36991530,-0.38510948210176554
36991531,-0.3736787447261838
36986733,-0.9025699965247327
36986734,-0.8650405826274721
36986735,-0.13645209247405887
36986736,-2.8643957664312154
36986737,0.2752348985557944
36986738,
36986739,-1.0160706870987326
36986740,-0.6379642467616407
36986741,-3.0288266363068033
36986742,-1.50377298487561
43420555,-6.485674372416227
43420556,1.2385517730666593
43420557,-0.02439054806697527
43420558,-4.464610381676788
43420559,-0.00823053417421793
43420560,2.746393531611906
43420561,-7.809364751815343
43420562,-5.506425624002457
43420563,-8.0234468333258
43420564,
36965948,-0.6965205425623537
36965949,-1.1662318395356692
36965950,1.4121418730921675
36965951,-6.836515228769713e-05
36965952,-1.5867067371766836
36965953,-0.3992996004521103
36965954,-0.8975795568236435
36965955,
36965956,1.1874191478779608
37019005,2.2032679319012143
37019006,-0.0006642789871875721
37019007,0.5784056076962845
37019008,1.8801341834841683
37019009,
37019010,2.0293506657911013
37019011,1.8801568517745224
37019012,1.6376075518033133
37019013,-0.07414092567776187
37019014,2.985644665610705
36956508,
36956509,-3.273168528670567
36956510,-2.819296527178352
36956511,-5.156252210579638
36956512,-1.448002120006386
36956513,-3.767964183542915
36956514,-4.109082291459501
36956515,-3.1160216837100805
36956516,-2.6402253746449844
36956517,-4.152333510769431
36956662,-0.0558020798464085
36956663,0.12690401709750176
36956664,0.0035316779050127423
36956665,-9.024717129457041
36956666,0.15202214010929893
36956667,0.2836290843734268
36956668,-0.08151858372253962
36956669,0.12649876243266434
36956670,0.22368504788302168
36956671,
36962289,-0.019592119688667253
36962290,-0.6471210838761863
36962291,-1.6666139609181911
36962292,1.058538243186696
36962293,
36962294,-1.3129479691992643
36962295,-3.3663729816571006
36962296,1.2520455235588273
36962297,-1.2391745036524497
36962298,-1.4672559203957647
37012251,-0.0001840587948187533
37012252,-0.026644880330874088
37012253,-5.127885880091238
37012254,-0.02650036665091804
37012255,
37012256,0.7374087274508021
37012257,0.7373444499021211
37012258,-7.87597405285112e-05
36966689,-2.5173514092079117
36966690,-0.14821445439025638
36966691,-1.249281163051414
36966692,-0.7178656135262784
36966693,-1.1943080433307358
36966694,
36966695,-3.470111983246724
36966696,-0.7384658914996649
36966697,0.5441212558080863
36966698,-2.4054179954756165
43428268,
43428269,-1.4798038638352153
43428270,-4.019150743213061
43428271,-4.352108470073773
43428272,2.687255742089363
43428273,-5.186435180148877
43428274,-5.637767199487385
43428275,-1.9592694262660473
43426754,-6.291771047136628
43426755,
43426756,-5.770462348352112
43426757,-3.2777539027405
43426758,-2.8096006296937333
43426759,-2.330387068979597
43426760,-1.8824856563623484
43426761,0.10166439314882325
43426762,0.4340827994044929
43423213,-7.406587200501278
43423214,-0.30372296421921163
43423215,-5.055636008769106
43423216,-4.003222258910192
43423217,
43423218,-4.87453273568498
43423219,-1.3186515643882686
43423220,-6.095016589026699
43423221,-2.227287952193585
43423222,-7.678116275734446
36975720,0.5231643489123741
36975721,2.0598136067987127
36975722,-0.12184342680912152
36975723,-1.4323985358955724
36975724,1.4013236085000074
36975725,1.0864460217616312
36975726,
36993518,1.3876177345759206
36993519,
36993520,0.2818360392308019
36993521,1.3067695364444525
36993522,0.2823992010313905
36993523,0.2819251297876946
36993524,-1.5483968189109074
36993525,0.06322370257615084
36993526,0.2818914855243939
37019240,-0.023683618814885676
37019241,3.126184319112987
37019242,
37019243,0.8617591354068139
37019244,1.8254274022536734
37019245,-2.6754845709671997
36976864,
36976865,-2.2002389531298903
36976866,0.29790489768548767
36976867,-0.15613352877804942
36976868,-0.1573413879246992
36976869,0.29755643631420625
36976870,0.29791349751760166
36976871,0.29808390078745006
36955261,0.7461910024183709
36955262,1.787138171380633
36955263,0.8487682643812064
36955264,1.470089298869425
36955265,
36955266,-2.140021142116936
36955267,1.320498804463142
36955268,1.1942764780339843
36955269,1.6333727200799615
36955270,-0.640386949299355
36967137,-1.9966012289139883
36967138,3.303400729779
36967139,0.2155070179601637
36967140,1.1791112501350511
36967141,1.0331785750104245
36967142,3.3061302091110036
36967143,-4.45489421404146
36967144,1.1855511003415415
36967145,-4.454825501293342
36967146,
36960893,2.3452308234593513
36960894,-5.770278536668901
36960895,-0.708606117411172
36960896,
36960897,-1.28142620907367
36960898,-0.7455086861743645
36960899,-2.8878416844267747
36960900,-0.11450851159157693
36960901,-0.23387546981286889
36954910,
36954911,0.5498443076885451
36954912,0.3272373024464059
36954913,-1.796778394373078
36954914,0.375564639822187
36954915,-0.600337201218764
36954916,0.5496161368333503
36954917,0.40865430694027793
36954918,-1.6404831405055518
36954919,0.6681111213544568
36967884,
36967885,-1.9142722294821084
36967886,-0.8216352565898433
36967887,0.47294105508620987
36967888,-1.3788001835594486
36959464,-1.109474802281568
36959465,0.19830464304051532
36959466,-2.6735710194849247
36959467,0.5433470260256286
36959468,-0.8183189457779605
36959469,1.6358864656413914
36959470,
36959471,1.0275826803577957
36959472,-1.4962940711373705
36988510,-2.710541607733468
36988511,2.1303065491010926
36988512,-5.914479673376164
36988513,-3.68353938873512
36988514,-3.8430917404978757
36988515,2.679189429164744
36988516,-3.8669353698601583
36988517,2.640318496445211
36988518,-2.9663460069562007
36988519,
36981668,-2.0874223847537507
36981669,
36981670,-1.9058783919367812
36981671,-2.0873531700410553
36981672,-1.3992367669094676
36981673,-2.298514022169414
36981674,-1.9054535472770908
36981675,-1.905876388205968
36981676,-0.3010668170474702
36989661,
36989662,1.041233895875596
36989663,0.31502419914911606
36989664,2.367896797081384
36989665,0.6398153067616654
36989666,0.34271481957599725
36989667,-0.004689150945740295
36989668,1.5522200267784108
36968029,0.08395390020837823
36968030,4.1992036261519985
36968031,
36968032,-1.8499483743715999
36968033,0.9259604246879221
36968034,-1.45458297248112
36968035,-0.17063710171488822
36968036,-2.5726001530115923
36960420,1.054630314956711
36960421,0.48165747685783344
36960422,-1.0575059690734037
36960423,-0.5257855965581228
36960424,1.2672709325984073
36960425,-1.2538871517523233
36960426,-1.5848722631179868
36960427,
36958604,-14.583349329623424
36958605,
36958606,-4.522867568452575
36958607,0.8084780410463992
36958608,2.3847666103127736
36958609,-5.034057900251568
36958610,-1.8780113963382092
36958611,0.5042051077058929
36958612,-1.706554471125699
36986631,0.5336031602146818
36986632,-0.2504981779119362
36986633,-5.740194359304951e-05
36986634,-0.47249358218677173
36986635,2.693521521122989
36986636,0.21469564183674095
36986637,
36986638,1.5404750806904133
36986639,3.6187373868072967
36961372,-0.179476919014391
36961373,-2.274729633409983
36961374,
36961375,-0.6070962591187339
36961376,-0.18225714741038956
36961377,-0.6610217257296398
36961378,0.17408007251661672
36961379,3.1359642787559565
36993439,2.67464371331198
36993440,1.3001622454731745
36993441,4.123500171646363
36993442,1.4613947434951768
36993443,-2.442892163279268
36993444,
36993445,2.063137201138126
36993446,1.8558308540250579
36993447,-0.04677832494176215
36993448,1.799894208653427
36967147,7.060213634306145
36967148,3.5504209896306467
36967149,4.738667632578725
36967150,6.88981274426096
36967151,4.771914694560067
36967152,
36967153,2.0019599573493956
36967154,7.224354384094406
36967155,6.301588501391407
36965339,-2.786893672244375
36965340,-0.8201166001587836
36965341,0.9309438469031193
36965342,1.7359987160347146
36965343,-4.417613648017436
36965344,-3.347532757728885
36965345,1.8355080999947972
36965346,-0.6158269867886617
36965347,
36967309,0.8946506526318956
36967310,0.5726671596663806
36967311,2.9508689553647827
36967312,1.9853454175807599
36967313,-2.712976813923774
36967314,
36967315,1.757991392989723
36970504,-1.7696208152129032
36970505,-3.8008654091589733
36970506,-4.087954987649837
36970507,-2.8157149357891313
36970508,
36970509,-3.767614095743781
